,Pos,P+,Artist and Title,Days,Pk,(x?),Pts,Pts+,TPts,US,UK,JP,DE,AU,CA,FR,IT,KR,MX,RU,TH,BE,BR,CH,CN,CO,ES,HK,ID,IE,IN,NL,NZ,TR,TW,ZA,AE,AR,AT,CL,CZ,DK,EC,EE,EG,FI,GR,HU,IL,KE,KZ,LB,LT,LU,MY,NG,NO,PE,PH,PL,PT,RO,SA,SE,SI,SG,SK,UA,VN,DATE
465,66,-13,"Jaxomy, Agatino Romero & Raffaella CarrÃ - Pedro",82,41,,2637,-254,0.26,,,,24.0,,,,,,,160.0,,30.0,,73.0,,,192.0,,,,,32.0,,,,,,,19.0,,6.0,189.0,,17.0,,25.0,,44.0,,,,,47.0,77.0,,,169.0,,,21.0,,,,153.0,53.0,,10.0,,,2024-07-02
466,67,-7,Disturbed - The Sound of Silence,127,53,,2596,-28,0.334,,,,97.0,,,13.0,,,,,,36.0,,29.0,,,157.0,,,,,,,,,,,,115.0,,15.0,80.0,,80.0,,,,15.0,,,,,48.0,26.0,,,34.0,,,6.0,80.0,58.0,,58.0,,,14.0,53.0,,2024-07-02
467,68,+2,The Kid LAROI - NIGHTS LIKE THIS,5,68,,2580,352,0.012,31.0,122.0,,108.0,52.0,49.0,,,,,,,,,144.0,,,,,,199.0,,140.0,45.0,,,119.0,70.0,,89.0,,,,,,165.0,,,,,,,,60.0,86.0,,,190.0,,,200.0,,100.0,76.0,116.0,,,,,,2024-07-02
468,69,-6,NewJeans - Right Now,11,51,,2471,-43,0.03,,,27.0,,,,,,6.0,,,,,,,99.0,,,46.0,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,163.0,2024-07-02
469,70,-1,Post Malone - Pour Me A Drink,11,45,,2267,-68,0.032,27.0,158.0,,,43.0,19.0,,,,,,,,,,,,,,,,,,130.0,,,156.0,,,,,,,,,,,,,,,,,,,,,138.0,,,,,,,83.0,,,,,,2024-07-02
470,71,-3,Red Velvet - Cosmic,8,56,,2260,-107,0.021,,,,,,,,,13.0,,,56.0,,,,,,,53.0,25.0,,,,,109.0,29.0,,,,,,,,,,,,,,,,,,,,36.0,,,,82.0,,,,,,,39.0,,,27.0,2024-07-02
471,72,+3,Taylor Swift - But Daddy I Love Him,75,6,,2231,109,0.501,174.0,61.0,,,38.0,97.0,,,,,,,,86.0,,,,,,,27.0,,64.0,48.0,,,,,55.0,198.0,,,144.0,,,,,,,,,,66.0,,,,,127.0,,55.0,,,,,84.0,,42.0,,,,2024-07-02
472,73,-1,Lee Young Ji - Small girl,11,72,,2206,9,0.024,,,,,,,,,3.0,,,66.0,,,,,,,16.0,194.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,85.0,,,71.0,2024-07-02
473,74,+4,Feid & ATL Jacob - LUNA,214,53,,2200,90,0.477,,,,,,,,,,18.0,,,,,,,4.0,10.0,,,,,,,,,,,9.0,,18.0,,,4.0,,,,,,,,,,,,,,,4.0,,,38.0,,,,,,,,,2024-07-02
474,75,-2,Morgan Wallen - Cowgirls,124,68,,2197,28,0.318,12.0,,,,64.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
475,76,+5,Dua Lipa - Houdini,236,4,,2192,90,1.406,,82.0,,86.0,71.0,,151.0,,,,,,63.0,,88.0,,,150.0,,,116.0,,25.0,83.0,,,,82.0,,61.0,,,,,,,162.0,,87.0,,,,47.0,100.0,37.0,,,108.0,,,24.0,76.0,,,54.0,,,,,,2024-07-02
476,77,-6,Gracie Abrams - us.,12,23,,2140,-72,0.047,,54.0,,,34.0,103.0,,,,,,,,170.0,90.0,,,,,,90.0,,96.0,50.0,,,157.0,,,,,,161.0,,,197.0,91.0,,,,,,29.0,,,,,54.0,,,,,,40.0,43.0,,29.0,,,,2024-07-02
477,78,+1,Trueno - REAL GANGSTA LOVE,23,73,,2139,32,0.049,,,,,,,,,,16.0,,,,,,,18.0,4.0,,,,,,,,,,,3.0,,6.0,,,6.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2024-07-02
478,79,+3,Dua Lipa - Illusion,82,9,,2117,22,0.328,,28.0,,130.0,117.0,,137.0,,,,,,93.0,167.0,72.0,,,,,,95.0,,38.0,,,,,,,103.0,,,59.0,,,,81.0,,,,,,93.0,,,,,123.0,,,57.0,79.0,,,55.0,,81.0,,,,2024-07-02
479,80,-6,NAYEON - ABCD,18,47,,2110,-46,0.047,,,36.0,,,,,,26.0,,,,,,,,,,42.0,,,,,,148.0,18.0,,,,,,,,,,,,,,,,,,,,90.0,,,,173.0,,,,,,,33.0,,,,2024-07-02
480,81,-1,"$OHO BANI, Herbert Groenemeyer & Ericson - ZEIT, DASS SICH WAS DREHT",123,76,,2100,-2,0.184,,,,1.0,,,,,,,,,,,15.0,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,2024-07-02
481,82,-6,Koe Wetzel & Jessie Murph - High Road,25,61,,2089,-31,0.058,15.0,,,,56.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
482,83,=,NewJeans - Ditto,560,18,,2087,23,1.806,,,24.0,,,,,,32.0,,,,,,,85.0,,,55.0,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,105.0,,,,,,,,,,,97.0,,,149.0,2024-07-02
483,84,-7,Taylor Swift - You Need To Calm Down,403,4,,2033,-77,2.113,,62.0,,176.0,42.0,127.0,,,,,,,192.0,,104.0,,,,,,18.0,,53.0,72.0,,,,,195.0,149.0,,,115.0,,,,195.0,,,,,,,,,134.0,,64.0,,,,,,,86.0,,55.0,,,,2024-07-02
484,85,=,GIMS & DYSTINCT - SPIDER,53,79,,2005,29,0.098,,,,,,,1.0,,,,,,1.0,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,11.0,,,,,,,,,,,,,,,,2024-07-02
485,86,-2,Jimin & Loco - Smeraldo Garden Marching Band,4,82,,1991,-34,0.008,,,,,,,,,81.0,,60.0,,,8.0,,,78.0,,,120.0,,,,,,,,,1.0,143.0,21.0,,,53.0,,73.0,,,,,,,,33.0,,143.0,,,25.0,35.0,,,,66.0,,,44.0,,,13.0,2024-07-02
486,87,-1,Luke Combs - Fast Car,465,28,,1962,8,1.407,58.0,,,,23.0,24.0,,,,,,,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.0,,,,,,2024-07-02
487,88,=,"cassÃ¶, RAYE & D-Block Europe - Prada",322,9,,1955,11,1.659,,60.0,,34.0,80.0,,,,,,,,66.0,,,,,,,,75.0,,72.0,,,,,,,48.0,,,166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
488,89,-2,AYLIVA & Apache 207 - Wunder,68,71,,1951,4,0.14,,,,2.0,,,,,,,,,,,34.0,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,2024-07-02
489,90,+2,Benson Boone - Slow It Down,84,76,,1942,115,0.146,,22.0,,,55.0,185.0,,,,,,,,,95.0,,,,,,84.0,,,66.0,,,48.0,,,,,,,,,,,,,,,,,,,,,122.0,,,,,,,,,,,,,2024-07-02
490,91,-1,PASHANIM - Mittelmeer,40,70,,1935,75,0.082,,,,3.0,,,,,,,,,,,24.0,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,2024-07-02
491,92,-1,Taylor Swift - The Smallest Man Who Ever Lived,75,12,,1899,51,0.365,191.0,58.0,,,45.0,112.0,,,,,,,,99.0,,,,,,,29.0,,69.0,79.0,,,,,57.0,,,,,,,,,,,,,,37.0,,,,,,,97.0,,,,,123.0,,,,,,2024-07-02
492,93,+2,Myke Towers & Bad Bunny - ADIVINO,68,57,,1842,64,0.149,,,,,,,,,,31.0,,,,,,,15.0,8.0,,,,,,,,,,,22.0,,17.0,,,7.0,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,2024-07-02
493,94,+5,Ella Langley & Riley Green - you look like you love me,9,94,,1817,77,0.016,25.0,,,,106.0,26.0,,,,,,,,,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
494,95,+3,Feid - SORRY 4 THAT MUCH,25,92,,1802,62,0.043,,,,,,,,,,44.0,,,,,,,3.0,11.0,,,,,,,,,,,28.0,,29.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2024-07-02
495,96,-3,NewJeans - ETA,268,18,,1798,-3,0.741,,,30.0,,,,,,18.0,,,,,,,,,,124.0,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
496,97,-3,"Rvssian, Rauw Alejandro & Ayra Starr - Santa",76,57,,1792,1,0.189,,,,,,,,77.0,,73.0,,,,,128.0,,23.0,7.0,,,,,,,,,,,21.0,,33.0,,,13.0,,,,,,,,,,,,,,,7.0,,,55.0,,,,,,,,,2024-07-02
497,98,+11,Taylor Swift - Guilty as Sin,75,8,,1789,138,0.459,,135.0,,,50.0,123.0,,,,,,180.0,,54.0,,,,,,48.0,76.0,,,47.0,,,,,43.0,,,,,,,,,,,,,,99.0,,,66.0,,,,17.0,,,,58.0,137.0,,22.0,,,174.0,2024-07-02
498,99,-2,Carbonne - Imagine,61,82,,1780,19,0.109,,,,,,,2.0,,,,,,3.0,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,27.0,,,,,,,,,,,,,,,,2024-07-02
499,100,-4,RIIZE - Boom Boom Bass,15,66,,1744,-25,0.031,,,56.0,,,,,,8.0,,,149.0,,,,,,,123.0,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
500,101,+6,Dua Lipa - New Rules,1027,3,(x5),1739,52,6.553,,63.0,,,74.0,,,,,,,,124.0,76.0,,,,,,84.0,85.0,,70.0,53.0,,,,,148.0,,,94.0,163.0,,,,103.0,,,,,,,86.0,,68.0,,84.0,,117.0,60.0,89.0,125.0,,90.0,,73.0,,,,2024-07-02
501,102,+121,KISS OF LIFE - Sticky,1,102,,1728,679,0.003,,,,,,,,,11.0,,,28.0,,,,,,,117.0,113.0,,,,,,75.0,,,,,,,,,,,,,,,,,,,,109.0,,,,179.0,,,,,,,79.0,,,140.0,2024-07-02
502,103,-1,NewJeans - OMG,489,19,,1725,7,1.505,,,33.0,,,,,,29.0,,,,,,,,,,75.0,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,156.0,,,,,,,,,,,,,,,2024-07-02
503,104,-4,Moneybagg Yo - WHISKEY WHISKEY,18,78,,1709,-25,0.034,10.0,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
504,105,-2,aespa - Drama,236,28,,1704,-5,0.653,,,104.0,,,,,,34.0,,,108.0,,,,89.0,,,56.0,74.0,,,,,,27.0,,,,,,,,,,,,,,,,,,,,53.0,,,,,,,,,,,59.0,,,88.0,2024-07-02
505,106,+2,GReeeN - Panama,15,105,,1702,22,0.031,,,,8.0,,,,,,,,,,,35.0,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,88.0,,,,,,,,,,,,,,,,2024-07-02
506,107,-2,Bad Bunny - Moscow Mule,762,19,,1695,2,1.705,189.0,,,,,,,,,30.0,,,,,,,16.0,21.0,,,,,,,,,,,171.0,,28.0,,,8.0,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,2024-07-02
507,108,+15,Vaundy - è¸ãå­,25,108,,1688,166,0.483,,,40.0,,,,,,9.0,,,,,,,,,,146.0,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
508,109,+12,Eminem - Mockingbird,599,17,,1687,156,1.664,,160.0,,59.0,103.0,192.0,,,,,122.0,,112.0,,41.0,,,,,,,,104.0,134.0,,,,68.0,,52.0,,61.0,121.0,,,,113.0,,,,,,100.0,,63.0,,,99.0,,,75.0,,,,76.0,,,85.0,97.0,,2024-07-02
509,110,-4,NewJeans - Hype Boy,635,27,,1686,-5,1.653,,,52.0,,,,,,19.0,,,,,,,,,,68.0,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,124.0,,,,,,,,,,,,,,,2024-07-02
510,111,+17,Billie Eilish - THE GREATEST,47,9,,1683,194,0.267,200.0,198.0,,,116.0,,,,,,,,110.0,24.0,133.0,,,,,,177.0,,60.0,62.0,,,,63.0,92.0,162.0,,,83.0,,,44.0,114.0,,,,,,17.0,99.0,59.0,79.0,,59.0,,,110.0,48.0,,18.0,85.0,,,,,,2024-07-02
511,112,-11,Coldplay - Yellow,314,37,,1667,-61,1.385,,26.0,,,130.0,,,,,,,,,123.0,140.0,,,,,,49.0,,,100.0,,,,93.0,112.0,145.0,,,,,,,141.0,,,,,,33.0,,81.0,102.0,,101.0,,146.0,,,,,,,64.0,,,,2024-07-02
512,113,+2,Gunna - one of wun,54,43,,1657,79,0.149,32.0,107.0,,,,102.0,,,,,,,,,,,,,,,,,,199.0,,,34.0,80.0,,,,,,,,,,,,,2.0,,,,,,116.0,,,,,,,,,,,,,,2024-07-02
513,114,=,Tom Odell - Another Love,1040,6,,1657,74,4.303,,133.0,,92.0,,,163.0,,,,,,49.0,,37.0,,,,,,106.0,,41.0,,,,,83.0,,79.0,,60.0,171.0,,,54.0,166.0,,,,,,48.0,,28.0,,,63.0,,,119.0,,,86.0,,,,98.0,,,2024-07-02
514,115,-5,Marshmello & Kane Brown - Miles on It,33,69,,1604,-40,0.088,88.0,48.0,,,,22.0,,,,,,,,,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,,,,,,,,,,,,,2024-07-02
515,116,=,"Charli xcx & Lorde - The girl, so confusing version with lorde",11,85,,1598,30,0.02,,35.0,,,,,,,,,,,,41.0,76.0,,,,,,74.0,,158.0,49.0,,,,,,,,,,,,,136.0,,,,,,59.0,,,,,192.0,,,120.0,,,74.0,,,,,,,2024-07-02
516,117,-13,Fleetwood Mac - Dreams,1055,22,,1580,-125,2.441,,83.0,,,51.0,54.0,,,,,,,,,,,,,,,99.0,,80.0,28.0,,,,,,,,,170.0,,,,,,,,,,,,,,,180.0,,,,,,,96.0,,,,,,2024-07-02
517,118,-7,Harry Styles - As It Was,821,1,(x177),1549,-88,7.879,,95.0,,163.0,118.0,,,,,,,,91.0,45.0,86.0,,,,,116.0,109.0,,63.0,116.0,,,,71.0,132.0,135.0,,,162.0,,,,102.0,,,,,,,75.0,,75.0,,65.0,148.0,139.0,105.0,,,80.0,81.0,,89.0,,,,2024-07-02
518,119,+1,"Gradur, SDM & Rsko - TI TI TI",18,111,,1536,4,0.027,,,,,,,6.0,,,,,,8.0,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,2024-07-02
519,120,+15,Ed Sheeran - Shape of You,2463,1,(x4),1530,75,14.217,,110.0,181.0,174.0,76.0,,,,,,,,106.0,97.0,75.0,,,,,,140.0,,75.0,89.0,,92.0,,59.0,160.0,137.0,,75.0,103.0,,,,192.0,,,,,,,,57.0,152.0,,77.0,,,100.0,,,,87.0,,63.0,,,,2024-07-02
520,121,-2,YOASOBI - Idol,324,35,,1529,-11,0.851,,,16.0,,,,,,,,,,,,,,,,49.0,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
521,122,+2,Morgan Wallen - Thinkinâ Bout Me,472,42,,1528,9,0.901,28.0,,,,97.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
522,123,-10,Karan Aujla & Yeah Proof - Who They,4,113,,1526,-59,0.006,,,,,,13.0,,,,,,,,,,,,,,,,5.0,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
523,124,-6,Coldplay - A Sky Full of Stars,188,49,,1522,-18,1.066,,34.0,,,196.0,,,,,,,,141.0,188.0,89.0,,,,,,60.0,,95.0,,,,,73.0,111.0,159.0,,,,,,,128.0,,99.0,,,,24.0,,71.0,,,147.0,,,,,,,154.0,,83.0,,,,2024-07-02
524,125,-13,Peter Schilling - Major Tom,18,104,,1519,-117,0.041,,,,6.0,,,,,,,,,,,93.0,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
525,126,+5,Kendrick Lamar - euphoria,63,4,,1515,46,0.308,47.0,,,,197.0,94.0,,,,,,,,,,,,,,,,,,71.0,,,56.0,50.0,,,,,,,,72.0,,,,,62.0,,39.0,,,,,,,,,78.0,,15.0,107.0,,,,,,2024-07-02
526,127,+7,BABYMONSTER - LIKE THAT,43,91,,1509,48,0.091,,,,,,,,,99.0,,,38.0,,,,,,,43.0,62.0,,,,,,22.0,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,69.0,,,63.0,2024-07-02
527,128,-6,Heuss L'enfoirÃ© - MÃ©lanine,59,106,,1507,-19,0.086,,,,,,,3.0,,,,,,6.0,,156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,2024-07-02
528,129,+3,GloRilla - TGIF,11,120,,1501,34,0.014,8.0,,,,,183.0,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,93.0,,,,,,,,,,,,,,,,,,,,2024-07-02
529,130,-4,Mrs. GREEN APPLE - ã©ã¤ã©ãã¯,78,96,,1500,0,0.114,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
530,131,-4,Karan Aujla - IDK HOW,5,127,,1491,-3,0.008,,,,,,14.0,,,,,,,,,,,,,,,,2.0,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
531,132,-15,Natasha Bedingfield - Unwritten,180,8,,1489,-62,0.928,,57.0,,81.0,81.0,152.0,,,,,,,183.0,,129.0,,,,,,171.0,,107.0,142.0,,,,,,54.0,,85.0,,,,,,,,,,,,,,,,,,,83.0,,,,,,,62.0,,,2024-07-02
532,133,+3,Bad Bunny - Vete,467,36,,1484,30,1.658,,,,,,,,,,42.0,,,,,,,12.0,25.0,,,,,,,,,,,,,31.0,,,12.0,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,2024-07-02
533,134,-5,Ed Sheeran - Perfect,2239,1,(x2),1478,-2,9.253,,165.0,,,94.0,126.0,,,,,,170.0,115.0,90.0,114.0,,,,188.0,115.0,148.0,118.0,68.0,78.0,,,,55.0,115.0,150.0,,93.0,81.0,,,,177.0,,,,,,,,80.0,47.0,,73.0,,175.0,147.0,,,,92.0,,27.0,,,164.0,2024-07-02
534,135,+4,Omoinotake - å¹¾ååå¹´,140,91,,1470,28,0.208,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
535,136,-3,Zach Bryan - Something in the Orange,620,41,,1469,6,1.264,75.0,,,,46.0,29.0,,,,,,,,,,,,,,,122.0,,,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
536,137,+3,Big Baby Tape & Aarne - Supersonic,3,137,,1460,32,0.006,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,18.0,,20.0,,,,,,,111.0,,,,,,,,12.0,,2024-07-02
537,138,=,"6PM RECORDS, Ski Aggu, Haaland936 & SIRA - JUNGE BALLER",26,89,,1449,2,0.043,,,,10.0,,,,,,,,,,,87.0,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
538,139,+7,Chappell Roan - HOT TO GO,4,139,,1445,81,0.012,89.0,73.0,,,96.0,93.0,,,,,,,,184.0,,,,,,,80.0,,180.0,40.0,,,,,,,,,,,,,111.0,,,,,,,,,,,,,102.0,,,,,163.0,,,,,,2024-07-02
539,140,-10,Creepy Nuts - Bling-Bang-Bang-Born,169,72,,1442,-28,0.279,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
540,141,-16,The Killers - Mr. Brightside,951,37,,1429,-86,2.233,,36.0,,156.0,66.0,136.0,,,,,,,,,,,,,,,89.0,,,93.0,,,,,,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
541,142,+2,"uniqe, nkeeei & ARTEM SHILOVETS - ÐÐÐÐÐ£Ð",5,142,,1426,34,0.009,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,11.0,,49.0,,,,,,,177.0,,,,,,,,16.0,,2024-07-02
542,143,-6,Karan Aujla - Antidote,5,137,,1424,-28,0.008,,,,,,17.0,,,,,,,,,,,,,,,,6.0,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
543,144,+4,Eminem - Without Me,172,37,,1416,61,0.838,,85.0,,119.0,59.0,122.0,,,,,157.0,,,,57.0,,,,,,158.0,,,90.0,,,,,,81.0,,,129.0,,,,146.0,,,,,,,,73.0,,,126.0,,,108.0,,,,105.0,,,,,,2024-07-02
544,145,-4,Mrs. GREEN APPLE - ã±ã»ã©ã»ã©,408,104,,1414,0,0.566,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
545,146,-4,KeBlack - Boucan,68,94,,1397,-4,0.101,,,,,,,5.0,,,,,,11.0,,187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,2024-07-02
546,147,-4,Peso Pluma & Ivan Cornejo - RELOJ,12,83,,1380,-18,0.021,59.0,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
547,148,-1,Mrs. GREEN APPLE - ã³ã­ã³ãã¹,19,130,,1360,0,0.026,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
548,149,+2,"Jungeli, Imen Es & Alonzo - Petit gÃ©nie",322,78,,1341,27,0.521,,,,,,,10.0,,,,,,17.0,,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,2024-07-02
549,150,-1,Vaundy - æªç£ã®è±å,540,112,,1333,0,1.193,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
550,151,-6,"Meduza, OneRepublic & Leony - Fire",20,120,,1326,-43,0.048,,,,13.0,,,,,,,,,,,139.0,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
551,152,-2,ZICO - SPOT,67,38,,1318,1,0.19,,,,,,,,,23.0,,,,,,,,,,59.0,111.0,,,,,,23.0,,,,,,,,,,,,,,,,,,,,63.0,,,,,,,,,,,47.0,,,180.0,2024-07-02
552,153,+25,Taylor Swift - My Boy Only Breaks His Favorite Toys,73,3,(x1),1308,106,0.472,,121.0,,,53.0,155.0,,,,,,,,64.0,,,,,,,67.0,,196.0,61.0,,,,,47.0,,,,,,,,,,,,,,75.0,,,190.0,,172.0,,56.0,,,,,98.0,,50.0,,,,2024-07-02
553,154,-2,tuki. - æ©é¤æ­,221,103,,1307,0,0.304,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
554,155,-1,Jul - Oh qu'elle est belle,89,90,,1305,10,0.148,,,,,,,7.0,,,,,,16.0,,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
555,156,-3,Tony Effe & GAIA - SESSO E SAMBA,33,150,,1301,6,0.047,,,,,,,,1.0,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
556,157,=,Monetochka - Ð¡ÐµÐ»ÑÑÐ°ÑÐ¼,36,115,,1299,10,0.052,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,16.0,,78.0,,,,,,,,,,,,,,,29.0,,2024-07-02
557,158,+8,Bad Bunny & Bomba EstÃ©reo - Ojitos Lindos,762,38,,1294,48,1.53,,,,,,,,,,47.0,,,,,,,22.0,49.0,,,,,,,,,,,29.0,,50.0,,,16.0,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,2024-07-02
558,159,+5,Lewis Capaldi - Someone You Loved,1658,6,,1286,34,8.077,,94.0,,169.0,68.0,,,,,,,,123.0,,50.0,,,,,,130.0,,97.0,60.0,,,,,,121.0,,,147.0,,,,,,,,,,,,98.0,108.0,,109.0,,,,,,,183.0,,77.0,,,,2024-07-02
559,160,-4,JUNG KOOK & Latto - Seven,355,6,,1284,-10,1.704,,,81.0,,,,,,86.0,,,185.0,,,,,,,107.0,129.0,,,,,,49.0,,,67.0,,,,,,,,,,,,,,,32.0,,71.0,,,129.0,28.0,,,,,,,36.0,,,51.0,2024-07-02
560,161,-3,Mrs. GREEN APPLE - éã¨å¤,249,139,,1282,0,1.517,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
561,162,-3,KAROL G - AMARGURA,166,137,,1278,12,0.457,,,,,,,,,,104.0,,,,,,,8.0,19.0,,,,,,,,,,,64.0,,35.0,,,15.0,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,2024-07-02
562,163,+30,"Taylor Swift - So Long, London",73,4,,1259,119,0.468,,130.0,,,49.0,137.0,,,,,,,,66.0,,,,,,,63.0,,185.0,65.0,,,,,42.0,,,,,,,,,,,,,,,,,,,188.0,,90.0,,,,85.0,142.0,,86.0,,,,2024-07-02
563,164,-3,Mrs. GREEN APPLE - Soranji,329,134,,1257,0,0.687,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
564,165,+19,"Big Baby Tape, Aarne & Toxi$ - Ameli",4,165,,1255,77,0.006,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,34.0,,64.0,,,,,,,,,,,,,,,28.0,,2024-07-02
565,166,+2,"Macklemore & Ryan Lewis, Macklemore & Ryan Lewis - Can't Hold Us",128,39,,1254,16,0.343,,185.0,,58.0,119.0,,,,,,,,86.0,,42.0,,,,,,,,111.0,133.0,,,,,,63.0,,,195.0,,,,,,,,,,,,50.0,,,175.0,,,191.0,,,,119.0,,,,,,2024-07-02
566,167,+6,ECLIPSE - Sudden Shower,53,92,,1241,26,0.084,,,,,,,,,12.0,,,,,,,,,,190.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,62.0,,,,2024-07-02
567,168,-5,Jack Harlow - Lovin On Me,236,3,(x13),1233,-22,1.571,175.0,99.0,,138.0,44.0,72.0,,,,,,,,,,,,,,,,,149.0,120.0,,,,,,167.0,,,,,,,,,,,,,,,,,,,,,,,,,195.0,,,,,,2024-07-02
