,Pos,P+,Artist and Title,Days,Pk,(x?),Pts,Pts+,TPts,US,UK,DE,AU,JP,AT,BE,CA,CH,ES,FR,ID,IN,IT,MX,NL,RU,TH,TR,ZA,AE,BR,CO,DK,HK,IE,LU,MY,NO,NZ,PH,PL,SE,SG,TW,AR,CL,CR,CZ,EC,EE,EG,FI,GR,GT,HU,IL,KE,KZ,LB,LT,NG,PE,PT,RO,SA,SI,SK,UA,VN,DATE
200,1,=,Imagine Dragons - LOOM,5,1,(x4),13896,-834,0.074,1.0,4.0,3.0,3.0,,4.0,3.0,2.0,1.0,3.0,1.0,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,5.0,,,,1.0,,37.0,86.0,1.0,,,,,,,,17.0,,,,59.0,,38.0,18.0,30.0,,2024-07-01
201,2,=,Coldplay - Ghost Stories,3774,1,(x132),12167,-601,28.377,,14.0,196.0,35.0,,27.0,41.0,,31.0,29.0,123.0,,9.0,40.0,32.0,35.0,29.0,58.0,122.0,19.0,8.0,6.0,10.0,25.0,14.0,24.0,6.0,3.0,10.0,18.0,19.0,14.0,29.0,12.0,19.0,5.0,6.0,3.0,9.0,9.0,11.0,2.0,38.0,18.0,4.0,18.0,6.0,9.0,14.0,2.0,8.0,26.0,10.0,9.0,9.0,16.0,9.0,9.0,6.0,,2024-07-01
202,3,=,Adele - 25,3175,1,(x296),10905,-465,33.106,,169.0,188.0,110.0,,18.0,38.0,196.0,28.0,27.0,121.0,13.0,7.0,39.0,,33.0,23.0,17.0,114.0,17.0,7.0,,,18.0,9.0,11.0,4.0,1.0,3.0,5.0,7.0,9.0,13.0,10.0,15.0,,,,6.0,,6.0,1.0,12.0,9.0,,3.0,1.0,1.0,7.0,1.0,7.0,1.0,,,1.0,2.0,2.0,6.0,4.0,8.0,2024-07-01
203,4,=,Coldplay - A Head Full of Dreams,3161,1,(x6),10221,-841,23.255,,22.0,,136.0,,32.0,44.0,,33.0,31.0,138.0,14.0,12.0,38.0,36.0,39.0,69.0,84.0,134.0,24.0,11.0,,28.0,36.0,29.0,42.0,7.0,14.0,28.0,31.0,26.0,24.0,48.0,15.0,20.0,6.0,12.0,9.0,14.0,27.0,17.0,3.0,62.0,,15.0,21.0,5.0,16.0,15.0,9.0,12.0,57.0,9.0,12.0,6.0,26.0,11.0,10.0,10.0,,2024-07-01
204,5,=,Daft Punk - Random Access Memories,4117,1,(x122),10160,-437,29.796,,,194.0,115.0,,23.0,39.0,,29.0,35.0,106.0,34.0,23.0,,19.0,37.0,24.0,39.0,116.0,46.0,13.0,10.0,5.0,23.0,13.0,19.0,5.0,11.0,15.0,15.0,33.0,12.0,21.0,19.0,39.0,2.0,2.0,4.0,10.0,1.0,10.0,12.0,28.0,8.0,2.0,4.0,7.0,23.0,3.0,4.0,9.0,,4.0,11.0,4.0,7.0,5.0,8.0,3.0,184.0,2024-07-01
205,6,+28,Billie Eilish - HIT ME HARD AND SOFT,47,1,(x13),8302,4184,0.597,21.0,29.0,19.0,13.0,17.0,,,20.0,8.0,6.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
206,7,NEW,STAYC - Metamorphic,1,7,,8253,8253,0.008,34.0,,,16.0,21.0,,,12.0,,,13.0,,,,7.0,,10.0,5.0,6.0,,,,,,,,,,,,1.0,,,1.0,6.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,3.0,2024-07-01
207,8,-1,Ed Sheeran - Ã·,2679,1,(x100),7769,-261,22.859,,,193.0,113.0,,21.0,42.0,198.0,30.0,66.0,143.0,30.0,34.0,53.0,,42.0,99.0,15.0,,18.0,9.0,,,,19.0,15.0,8.0,13.0,,9.0,11.0,21.0,,13.0,28.0,90.0,97.0,,16.0,,29.0,39.0,,,,32.0,,7.0,13.0,17.0,60.0,86.0,54.0,28.0,16.0,,10.0,13.0,,27.0,2024-07-01
208,9,-3,Adele - 21,4872,1,(x467),7736,-299,45.278,,,,,,,,195.0,27.0,26.0,,23.0,21.0,36.0,,32.0,22.0,46.0,118.0,21.0,19.0,,,17.0,,,3.0,6.0,2.0,,17.0,10.0,14.0,11.0,,,,,7.0,,7.0,,11.0,5.0,,2.0,4.0,5.0,4.0,30.0,6.0,14.0,,8.0,2.0,17.0,4.0,7.0,8.0,18.0,2024-07-01
209,10,-2,Taylor Swift - THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,74,1,(x17),7347,-578,0.921,4.0,11.0,17.0,5.0,,,,8.0,,,,2.0,,,,,,,,,,,,,,1.0,,,,,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,2024-07-01
210,11,-2,Bruno Mars - Unorthodox Jukebox,4170,1,(x3),7152,-437,22.481,,,,118.0,,66.0,47.0,,44.0,37.0,119.0,28.0,112.0,110.0,23.0,43.0,,44.0,178.0,,21.0,14.0,8.0,42.0,11.0,33.0,10.0,2.0,43.0,12.0,15.0,61.0,84.0,17.0,35.0,15.0,5.0,8.0,37.0,5.0,,,75.0,,12.0,38.0,,12.0,59.0,26.0,,50.0,6.0,21.0,48.0,,,29.0,,,2024-07-01
211,12,+1,Ed Sheeran - x,3734,1,(x34),6883,-205,23.803,,,,112.0,,24.0,118.0,197.0,34.0,,129.0,22.0,,82.0,65.0,53.0,,49.0,,20.0,14.0,,31.0,28.0,36.0,12.0,13.0,9.0,39.0,7.0,12.0,26.0,62.0,14.0,,34.0,17.0,30.0,27.0,21.0,19.0,45.0,66.0,,23.0,,36.0,22.0,,11.0,32.0,27.0,17.0,13.0,23.0,,29.0,19.0,,,2024-07-01
